"Notes"	"Age Group"	"Age Group Code"	"State"	"State Code"	"Yearly July 1st Estimates"	"Yearly July 1st Estimates Code"	Population
	"15-19 years"	"15-19"	"Wisconsin"	"55"	"2007"	"2007"	412836
	"15-19 years"	"15-19"	"Wisconsin"	"55"	"2008"	"2008"	410087
	"15-19 years"	"15-19"	"Wisconsin"	"55"	"2009"	"2009"	404881
	"15-19 years"	"15-19"	"Wisconsin"	"55"	"2010"	"2010"	399273
	"15-19 years"	"15-19"	"Wisconsin"	"55"	"2011"	"2011"	396689
	"15-19 years"	"15-19"	"Wisconsin"	"55"	"2012"	"2012"	390977
	"15-19 years"	"15-19"	"Wisconsin"	"55"	"2013"	"2013"	386365
	"15-19 years"	"15-19"	"Wisconsin"	"55"	"2014"	"2014"	383203
	"15-19 years"	"15-19"	"Wisconsin"	"55"	"2015"	"2015"	382367
	"15-19 years"	"15-19"	"Wisconsin"	"55"	"2016"	"2016"	381441
	"15-19 years"	"15-19"	"Wisconsin"	"55"	"2017"	"2017"	380230
"Total"	"15-19 years"	"15-19"	"Wisconsin"	"55"			10948899
	"15-19 years"	"15-19"	"Wyoming"	"56"	"1990"	"1990"	34994
	"15-19 years"	"15-19"	"Wyoming"	"56"	"1991"	"1991"	35603
	"15-19 years"	"15-19"	"Wyoming"	"56"	"1992"	"1992"	36793
	"15-19 years"	"15-19"	"Wyoming"	"56"	"1993"	"1993"	38015
	"15-19 years"	"15-19"	"Wyoming"	"56"	"1994"	"1994"	39444
	"15-19 years"	"15-19"	"Wyoming"	"56"	"1995"	"1995"	40835
	"15-19 years"	"15-19"	"Wyoming"	"56"	"1996"	"1996"	41952
	"15-19 years"	"15-19"	"Wyoming"	"56"	"1997"	"1997"	42542
	"15-19 years"	"15-19"	"Wyoming"	"56"	"1998"	"1998"	42859
	"15-19 years"	"15-19"	"Wyoming"	"56"	"1999"	"1999"	42523
	"15-19 years"	"15-19"	"Wyoming"	"56"	"2000"	"2000"	42004
	"15-19 years"	"15-19"	"Wyoming"	"56"	"2001"	"2001"	41632
	"15-19 years"	"15-19"	"Wyoming"	"56"	"2002"	"2002"	40947
	"15-19 years"	"15-19"	"Wyoming"	"56"	"2003"	"2003"	40157
	"15-19 years"	"15-19"	"Wyoming"	"56"	"2004"	"2004"	39553
	"15-19 years"	"15-19"	"Wyoming"	"56"	"2005"	"2005"	38916
	"15-19 years"	"15-19"	"Wyoming"	"56"	"2006"	"2006"	38760
	"15-19 years"	"15-19"	"Wyoming"	"56"	"2007"	"2007"	38640
	"15-19 years"	"15-19"	"Wyoming"	"56"	"2008"	"2008"	38839
	"15-19 years"	"15-19"	"Wyoming"	"56"	"2009"	"2009"	39062
	"15-19 years"	"15-19"	"Wyoming"	"56"	"2010"	"2010"	37857
	"15-19 years"	"15-19"	"Wyoming"	"56"	"2011"	"2011"	36929
	"15-19 years"	"15-19"	"Wyoming"	"56"	"2012"	"2012"	36905
	"15-19 years"	"15-19"	"Wyoming"	"56"	"2013"	"2013"	37309
	"15-19 years"	"15-19"	"Wyoming"	"56"	"2014"	"2014"	36580
	"15-19 years"	"15-19"	"Wyoming"	"56"	"2015"	"2015"	36739
	"15-19 years"	"15-19"	"Wyoming"	"56"	"2016"	"2016"	36413
	"15-19 years"	"15-19"	"Wyoming"	"56"	"2017"	"2017"	36116
"Total"	"15-19 years"	"15-19"	"Wyoming"	"56"			1088918
"Total"	"15-19 years"	"15-19"					567916757
	"20-24 years"	"20-24"	"Alabama"	"01"	"1990"	"1990"	310351
	"20-24 years"	"20-24"	"Alabama"	"01"	"1991"	"1991"	319230
	"20-24 years"	"20-24"	"Alabama"	"01"	"1992"	"1992"	326365
	"20-24 years"	"20-24"	"Alabama"	"01"	"1993"	"1993"	329027
	"20-24 years"	"20-24"	"Alabama"	"01"	"1994"	"1994"	325992
	"20-24 years"	"20-24"	"Alabama"	"01"	"1995"	"1995"	318917
	"20-24 years"	"20-24"	"Alabama"	"01"	"1996"	"1996"	309253
	"20-24 years"	"20-24"	"Alabama"	"01"	"1997"	"1997"	304951
	"20-24 years"	"20-24"	"Alabama"	"01"	"1998"	"1998"	305838
	"20-24 years"	"20-24"	"Alabama"	"01"	"1999"	"1999"	306182
	"20-24 years"	"20-24"	"Alabama"	"01"	"2000"	"2000"	309170
	"20-24 years"	"20-24"	"Alabama"	"01"	"2001"	"2001"	318741
	"20-24 years"	"20-24"	"Alabama"	"01"	"2002"	"2002"	322812
	"20-24 years"	"20-24"	"Alabama"	"01"	"2003"	"2003"	326983
	"20-24 years"	"20-24"	"Alabama"	"01"	"2004"	"2004"	326749
	"20-24 years"	"20-24"	"Alabama"	"01"	"2005"	"2005"	326727
	"20-24 years"	"20-24"	"Alabama"	"01"	"2006"	"2006"	326239
	"20-24 years"	"20-24"	"Alabama"	"01"	"2007"	"2007"	327293
	"20-24 years"	"20-24"	"Alabama"	"01"	"2008"	"2008"	328751
	"20-24 years"	"20-24"	"Alabama"	"01"	"2009"	"2009"	332117
	"20-24 years"	"20-24"	"Alabama"	"01"	"2010"	"2010"	337771
	"20-24 years"	"20-24"	"Alabama"	"01"	"2011"	"2011"	346637
	"20-24 years"	"20-24"	"Alabama"	"01"	"2012"	"2012"	353245
	"20-24 years"	"20-24"	"Alabama"	"01"	"2013"	"2013"	356560
	"20-24 years"	"20-24"	"Alabama"	"01"	"2014"	"2014"	354041
	"20-24 years"	"20-24"	"Alabama"	"01"	"2015"	"2015"	345830
	"20-24 years"	"20-24"	"Alabama"	"01"	"2016"	"2016"	335898
	"20-24 years"	"20-24"	"Alabama"	"01"	"2017"	"2017"	329597
"Total"	"20-24 years"	"20-24"	"Alabama"	"01"			9161267
	"20-24 years"	"20-24"	"Alaska"	"02"	"1990"	"1990"	40736
	"20-24 years"	"20-24"	"Alaska"	"02"	"1991"	"1991"	38601
	"20-24 years"	"20-24"	"Alaska"	"02"	"1992"	"1992"	38312
	"20-24 years"	"20-24"	"Alaska"	"02"	"1993"	"1993"	38478
	"20-24 years"	"20-24"	"Alaska"	"02"	"1994"	"1994"	38131
	"20-24 years"	"20-24"	"Alaska"	"02"	"1995"	"1995"	37829
	"20-24 years"	"20-24"	"Alaska"	"02"	"1996"	"1996"	38156
	"20-24 years"	"20-24"	"Alaska"	"02"	"1997"	"1997"	38523
	"20-24 years"	"20-24"	"Alaska"	"02"	"1998"	"1998"	38693
	"20-24 years"	"20-24"	"Alaska"	"02"	"1999"	"1999"	39451
	"20-24 years"	"20-24"	"Alaska"	"02"	"2000"	"2000"	40231
	"20-24 years"	"20-24"	"Alaska"	"02"	"2001"	"2001"	42602
	"20-24 years"	"20-24"	"Alaska"	"02"	"2002"	"2002"	45284
	"20-24 years"	"20-24"	"Alaska"	"02"	"2003"	"2003"	47733
	"20-24 years"	"20-24"	"Alaska"	"02"	"2004"	"2004"	50900
	"20-24 years"	"20-24"	"Alaska"	"02"	"2005"	"2005"	53117
	"20-24 years"	"20-24"	"Alaska"	"02"	"2006"	"2006"	54081
	"20-24 years"	"20-24"	"Alaska"	"02"	"2007"	"2007"	54082
	"20-24 years"	"20-24"	"Alaska"	"02"	"2008"	"2008"	54291
	"20-24 years"	"20-24"	"Alaska"	"02"	"2009"	"2009"	52242
	"20-24 years"	"20-24"	"Alaska"	"02"	"2010"	"2010"	54987
	"20-24 years"	"20-24"	"Alaska"	"02"	"2011"	"2011"	56364
	"20-24 years"	"20-24"	"Alaska"	"02"	"2012"	"2012"	58824
	"20-24 years"	"20-24"	"Alaska"	"02"	"2013"	"2013"	60931
	"20-24 years"	"20-24"	"Alaska"	"02"	"2014"	"2014"	60417
	"20-24 years"	"20-24"	"Alaska"	"02"	"2015"	"2015"	59420
	"20-24 years"	"20-24"	"Alaska"	"02"	"2016"	"2016"	57149
	"20-24 years"	"20-24"	"Alaska"	"02"	"2017"	"2017"	54717
"Total"	"20-24 years"	"20-24"	"Alaska"	"02"			1344282
	"20-24 years"	"20-24"	"Arizona"	"04"	"1990"	"1990"	280256
	"20-24 years"	"20-24"	"Arizona"	"04"	"1991"	"1991"	286523
	"20-24 years"	"20-24"	"Arizona"	"04"	"1992"	"1992"	292381
	"20-24 years"	"20-24"	"Arizona"	"04"	"1993"	"1993"	297158
	"20-24 years"	"20-24"	"Arizona"	"04"	"1994"	"1994"	306206
	"20-24 years"	"20-24"	"Arizona"	"04"	"1995"	"1995"	311990
	"20-24 years"	"20-24"	"Arizona"	"04"	"1996"	"1996"	313661
	"20-24 years"	"20-24"	"Arizona"	"04"	"1997"	"1997"	325382
	"20-24 years"	"20-24"	"Arizona"	"04"	"1998"	"1998"	336548
	"20-24 years"	"20-24"	"Arizona"	"04"	"1999"	"1999"	350911
	"20-24 years"	"20-24"	"Arizona"	"04"	"2000"	"2000"	367199
	"20-24 years"	"20-24"	"Arizona"	"04"	"2001"	"2001"	388395
	"20-24 years"	"20-24"	"Arizona"	"04"	"2002"	"2002"	401696
	"20-24 years"	"20-24"	"Arizona"	"04"	"2003"	"2003"	407205
	"20-24 years"	"20-24"	"Arizona"	"04"	"2004"	"2004"	411699
	"20-24 years"	"20-24"	"Arizona"	"04"	"2005"	"2005"	415766
	"20-24 years"	"20-24"	"Arizona"	"04"	"2006"	"2006"	421518
	"20-24 years"	"20-24"	"Arizona"	"04"	"2007"	"2007"	428652
	"20-24 years"	"20-24"	"Arizona"	"04"	"2008"	"2008"	435282
	"20-24 years"	"20-24"	"Arizona"	"04"	"2009"	"2009"	438897
	"20-24 years"	"20-24"	"Arizona"	"04"	"2010"	"2010"	446649
	"20-24 years"	"20-24"	"Arizona"	"04"	"2011"	"2011"	463108
	"20-24 years"	"20-24"	"Arizona"	"04"	"2012"	"2012"	478099
	"20-24 years"	"20-24"	"Arizona"	"04"	"2013"	"2013"	484680
	"20-24 years"	"20-24"	"Arizona"	"04"	"2014"	"2014"	489858
	"20-24 years"	"20-24"	"Arizona"	"04"	"2015"	"2015"	487678
	"20-24 years"	"20-24"	"Arizona"	"04"	"2016"	"2016"	485556
	"20-24 years"	"20-24"	"Arizona"	"04"	"2017"	"2017"	484302
"Total"	"20-24 years"	"20-24"	"Arizona"	"04"			11037255
	"20-24 years"	"20-24"	"Arkansas"	"05"	"1990"	"1990"	164769
	"20-24 years"	"20-24"	"Arkansas"	"05"	"1991"	"1991"	168570
	"20-24 years"	"20-24"	"Arkansas"	"05"	"1992"	"1992"	171664
	"20-24 years"	"20-24"	"Arkansas"	"05"	"1993"	"1993"	175577
	"20-24 years"	"20-24"	"Arkansas"	"05"	"1994"	"1994"	177428
	"20-24 years"	"20-24"	"Arkansas"	"05"	"1995"	"1995"	177873
	"20-24 years"	"20-24"	"Arkansas"	"05"	"1996"	"1996"	176563
	"20-24 years"	"20-24"	"Arkansas"	"05"	"1997"	"1997"	177351
	"20-24 years"	"20-24"	"Arkansas"	"05"	"1998"	"1998"	178136
	"20-24 years"	"20-24"	"Arkansas"	"05"	"1999"	"1999"	179622
	"20-24 years"	"20-24"	"Arkansas"	"05"	"2000"	"2000"	183343
	"20-24 years"	"20-24"	"Arkansas"	"05"	"2001"	"2001"	190858
	"20-24 years"	"20-24"	"Arkansas"	"05"	"2002"	"2002"	195427
	"20-24 years"	"20-24"	"Arkansas"	"05"	"2003"	"2003"	197774
	"20-24 years"	"20-24"	"Arkansas"	"05"	"2004"	"2004"	197763
	"20-24 years"	"20-24"	"Arkansas"	"05"	"2005"	"2005"	196465
	"20-24 years"	"20-24"	"Arkansas"	"05"	"2006"	"2006"	195078
	"20-24 years"	"20-24"	"Arkansas"	"05"	"2007"	"2007"	195065
	"20-24 years"	"20-24"	"Arkansas"	"05"	"2008"	"2008"	195965
	"20-24 years"	"20-24"	"Arkansas"	"05"	"2009"	"2009"	197338
	"20-24 years"	"20-24"	"Arkansas"	"05"	"2010"	"2010"	201490
	"20-24 years"	"20-24"	"Arkansas"	"05"	"2011"	"2011"	207694
	"20-24 years"	"20-24"	"Arkansas"	"05"	"2012"	"2012"	210962
	"20-24 years"	"20-24"	"Arkansas"	"05"	"2013"	"2013"	212450
	"20-24 years"	"20-24"	"Arkansas"	"05"	"2014"	"2014"	212104
	"20-24 years"	"20-24"	"Arkansas"	"05"	"2015"	"2015"	208517
	"20-24 years"	"20-24"	"Arkansas"	"05"	"2016"	"2016"	204612
	"20-24 years"	"20-24"	"Arkansas"	"05"	"2017"	"2017"	202825
"Total"	"20-24 years"	"20-24"	"Arkansas"	"05"			5353283
	"20-24 years"	"20-24"	"California"	"06"	"1990"	"1990"	2517089
	"20-24 years"	"20-24"	"California"	"06"	"1991"	"1991"	2476628
	"20-24 years"	"20-24"	"California"	"06"	"1992"	"1992"	2428532
	"20-24 years"	"20-24"	"California"	"06"	"1993"	"1993"	2353487
	"20-24 years"	"20-24"	"California"	"06"	"1994"	"1994"	2259300
	"20-24 years"	"20-24"	"California"	"06"	"1995"	"1995"	2182162
	"20-24 years"	"20-24"	"California"	"06"	"1996"	"1996"	2126179
	"20-24 years"	"20-24"	"California"	"06"	"1997"	"1997"	2156819
	"20-24 years"	"20-24"	"California"	"06"	"1998"	"1998"	2213601
	"20-24 years"	"20-24"	"California"	"06"	"1999"	"1999"	2303169
	"20-24 years"	"20-24"	"California"	"06"	"2000"	"2000"	2402521
	"20-24 years"	"20-24"	"California"	"06"	"2001"	"2001"	2500519
	"20-24 years"	"20-24"	"California"	"06"	"2002"	"2002"	2567429
	"20-24 years"	"20-24"	"California"	"06"	"2003"	"2003"	2605156
	"20-24 years"	"20-24"	"California"	"06"	"2004"	"2004"	2636763
	"20-24 years"	"20-24"	"California"	"06"	"2005"	"2005"	2648417
	"20-24 years"	"20-24"	"California"	"06"	"2006"	"2006"	2645442
	"20-24 years"	"20-24"	"California"	"06"	"2007"	"2007"	2658718
	"20-24 years"	"20-24"	"California"	"06"	"2008"	"2008"	2685532
	"20-24 years"	"20-24"	"California"	"06"	"2009"	"2009"	2725786
	"20-24 years"	"20-24"	"California"	"06"	"2010"	"2010"	2785504
	"20-24 years"	"20-24"	"California"	"06"	"2011"	"2011"	2862193
	"20-24 years"	"20-24"	"California"	"06"	"2012"	"2012"	2915099
	"20-24 years"	"20-24"	"California"	"06"	"2013"	"2013"	2926032
	"20-24 years"	"20-24"	"California"	"06"	"2014"	"2014"	2921844
	"20-24 years"	"20-24"	"California"	"06"	"2015"	"2015"	2876341
	"20-24 years"	"20-24"	"California"	"06"	"2016"	"2016"	2814877
	"20-24 years"	"20-24"	"California"	"06"	"2017"	"2017"	2767775
"Total"	"20-24 years"	"20-24"	"California"	"06"			71962914
	"20-24 years"	"20-24"	"Colorado"	"08"	"1990"	"1990"	239225
	"20-24 years"	"20-24"	"Colorado"	"08"	"1991"	"1991"	244693
	"20-24 years"	"20-24"	"Colorado"	"08"	"1992"	"1992"	250562
	"20-24 years"	"20-24"	"Colorado"	"08"	"1993"	"1993"	255681
	"20-24 years"	"20-24"	"Colorado"	"08"	"1994"	"1994"	258267
	"20-24 years"	"20-24"	"Colorado"	"08"	"1995"	"1995"	260742
	"20-24 years"	"20-24"	"Colorado"	"08"	"1996"	"1996"	261793
	"20-24 years"	"20-24"	"Colorado"	"08"	"1997"	"1997"	269316
	"20-24 years"	"20-24"	"Colorado"	"08"	"1998"	"1998"	279859
	"20-24 years"	"20-24"	"Colorado"	"08"	"1999"	"1999"	294419
	"20-24 years"	"20-24"	"Colorado"	"08"	"2000"	"2000"	309098
	"20-24 years"	"20-24"	"Colorado"	"08"	"2001"	"2001"	323532
	"20-24 years"	"20-24"	"Colorado"	"08"	"2002"	"2002"	332961
	"20-24 years"	"20-24"	"Colorado"	"08"	"2003"	"2003"	334835
	"20-24 years"	"20-24"	"Colorado"	"08"	"2004"	"2004"	338785
	"20-24 years"	"20-24"	"Colorado"	"08"	"2005"	"2005"	339556
	"20-24 years"	"20-24"	"Colorado"	"08"	"2006"	"2006"	343668
	"20-24 years"	"20-24"	"Colorado"	"08"	"2007"	"2007"	341920
	"20-24 years"	"20-24"	"Colorado"	"08"	"2008"	"2008"	343707
	"20-24 years"	"20-24"	"Colorado"	"08"	"2009"	"2009"	345713
	"20-24 years"	"20-24"	"Colorado"	"08"	"2010"	"2010"	350168
	"20-24 years"	"20-24"	"Colorado"	"08"	"2011"	"2011"	355046
	"20-24 years"	"20-24"	"Colorado"	"08"	"2012"	"2012"	361346
	"20-24 years"	"20-24"	"Colorado"	"08"	"2013"	"2013"	368333
	"20-24 years"	"20-24"	"Colorado"	"08"	"2014"	"2014"	374333
	"20-24 years"	"20-24"	"Colorado"	"08"	"2015"	"2015"	378138
	"20-24 years"	"20-24"	"Colorado"	"08"	"2016"	"2016"	379255
	"20-24 years"	"20-24"	"Colorado"	"08"	"2017"	"2017"	377367
"Total"	"20-24 years"	"20-24"	"Colorado"	"08"			8912318
	"20-24 years"	"20-24"	"Connecticut"	"09"	"1990"	"1990"	251597
	"20-24 years"	"20-24"	"Connecticut"	"09"	"1991"	"1991"	243543
	"20-24 years"	"20-24"	"Connecticut"	"09"	"1992"	"1992"	232055
	"20-24 years"	"20-24"	"Connecticut"	"09"	"1993"	"1993"	221403
	"20-24 years"	"20-24"	"Connecticut"	"09"	"1994"	"1994"	210049
	"20-24 years"	"20-24"	"Connecticut"	"09"	"1995"	"1995"	199199
	"20-24 years"	"20-24"	"Connecticut"	"09"	"1996"	"1996"	189779
	"20-24 years"	"20-24"	"Connecticut"	"09"	"1997"	"1997"	186129
	"20-24 years"	"20-24"	"Connecticut"	"09"	"1998"	"1998"	184512
	"20-24 years"	"20-24"	"Connecticut"	"09"	"1999"	"1999"	185894
	"20-24 years"	"20-24"	"Connecticut"	"09"	"2000"	"2000"	188617
	"20-24 years"	"20-24"	"Connecticut"	"09"	"2001"	"2001"	189619
	"20-24 years"	"20-24"	"Connecticut"	"09"	"2002"	"2002"	193805
	"20-24 years"	"20-24"	"Connecticut"	"09"	"2003"	"2003"	199807
	"20-24 years"	"20-24"	"Connecticut"	"09"	"2004"	"2004"	204471
	"20-24 years"	"20-24"	"Connecticut"	"09"	"2005"	"2005"	210846
	"20-24 years"	"20-24"	"Connecticut"	"09"	"2006"	"2006"	215159
	"20-24 years"	"20-24"	"Connecticut"	"09"	"2007"	"2007"	218128
	"20-24 years"	"20-24"	"Connecticut"	"09"	"2008"	"2008"	220127
	"20-24 years"	"20-24"	"Connecticut"	"09"	"2009"	"2009"	224524
	"20-24 years"	"20-24"	"Connecticut"	"09"	"2010"	"2010"	229324
	"20-24 years"	"20-24"	"Connecticut"	"09"	"2011"	"2011"	230121
	"20-24 years"	"20-24"	"Connecticut"	"09"	"2012"	"2012"	232861
	"20-24 years"	"20-24"	"Connecticut"	"09"	"2013"	"2013"	238865
	"20-24 years"	"20-24"	"Connecticut"	"09"	"2014"	"2014"	244491
	"20-24 years"	"20-24"	"Connecticut"	"09"	"2015"	"2015"	247295
	"20-24 years"	"20-24"	"Connecticut"	"09"	"2016"	"2016"	248457
	"20-24 years"	"20-24"	"Connecticut"	"09"	"2017"	"2017"	248134
"Total"	"20-24 years"	"20-24"	"Connecticut"	"09"			6088811
	"20-24 years"	"20-24"	"Delaware"	"10"	"1990"	"1990"	54940
	"20-24 years"	"20-24"	"Delaware"	"10"	"1991"	"1991"	56165
	"20-24 years"	"20-24"	"Delaware"	"10"	"1992"	"1992"	55864
	"20-24 years"	"20-24"	"Delaware"	"10"	"1993"	"1993"	54423
	"20-24 years"	"20-24"	"Delaware"	"10"	"1994"	"1994"	52126
	"20-24 years"	"20-24"	"Delaware"	"10"	"1995"	"1995"	50007
	"20-24 years"	"20-24"	"Delaware"	"10"	"1996"	"1996"	47577
	"20-24 years"	"20-24"	"Delaware"	"10"	"1997"	"1997"	47109
	"20-24 years"	"20-24"	"Delaware"	"10"	"1998"	"1998"	48195
	"20-24 years"	"20-24"	"Delaware"	"10"	"1999"	"1999"	50086
	"20-24 years"	"20-24"	"Delaware"	"10"	"2000"	"2000"	52218
	"20-24 years"	"20-24"	"Delaware"	"10"	"2001"	"2001"	54774
	"20-24 years"	"20-24"	"Delaware"	"10"	"2002"	"2002"	56313
	"20-24 years"	"20-24"	"Delaware"	"10"	"2003"	"2003"	57369
	"20-24 years"	"20-24"	"Delaware"	"10"	"2004"	"2004"	57528
	"20-24 years"	"20-24"	"Delaware"	"10"	"2005"	"2005"	58256
	"20-24 years"	"20-24"	"Delaware"	"10"	"2006"	"2006"	59032
	"20-24 years"	"20-24"	"Delaware"	"10"	"2007"	"2007"	60273
	"20-24 years"	"20-24"	"Delaware"	"10"	"2008"	"2008"	60935
	"20-24 years"	"20-24"	"Delaware"	"10"	"2009"	"2009"	61696
	"20-24 years"	"20-24"	"Delaware"	"10"	"2010"	"2010"	63264
	"20-24 years"	"20-24"	"Delaware"	"10"	"2011"	"2011"	65017
	"20-24 years"	"20-24"	"Delaware"	"10"	"2012"	"2012"	66169
	"20-24 years"	"20-24"	"Delaware"	"10"	"2013"	"2013"	65805
	"20-24 years"	"20-24"	"Delaware"	"10"	"2014"	"2014"	64686
	"20-24 years"	"20-24"	"Delaware"	"10"	"2015"	"2015"	62577
	"20-24 years"	"20-24"	"Delaware"	"10"	"2016"	"2016"	60604
	"20-24 years"	"20-24"	"Delaware"	"10"	"2017"	"2017"	59650
"Total"	"20-24 years"	"20-24"	"Delaware"	"10"			1602658
	"20-24 years"	"20-24"	"District of Columbia"	"11"	"1990"	"1990"	61267
	"20-24 years"	"20-24"	"District of Columbia"	"11"	"1991"	"1991"	62779
	"20-24 years"	"20-24"	"District of Columbia"	"11"	"1992"	"1992"	63005
	"20-24 years"	"20-24"	"District of Columbia"	"11"	"1993"	"1993"	60765
	"20-24 years"	"20-24"	"District of Columbia"	"11"	"1994"	"1994"	56919
	"20-24 years"	"20-24"	"District of Columbia"	"11"	"1995"	"1995"	51500
	"20-24 years"	"20-24"	"District of Columbia"	"11"	"1996"	"1996"	45500
	"20-24 years"	"20-24"	"District of Columbia"	"11"	"1997"	"1997"	43318
	"20-24 years"	"20-24"	"District of Columbia"	"11"	"1998"	"1998"	45011
	"20-24 years"	"20-24"	"District of Columbia"	"11"	"1999"	"1999"	48523
	"20-24 years"	"20-24"	"District of Columbia"	"11"	"2000"	"2000"	52303
	"20-24 years"	"20-24"	"District of Columbia"	"11"	"2001"	"2001"	51863
	"20-24 years"	"20-24"	"District of Columbia"	"11"	"2002"	"2002"	50795
	"20-24 years"	"20-24"	"District of Columbia"	"11"	"2003"	"2003"	50398
	"20-24 years"	"20-24"	"District of Columbia"	"11"	"2004"	"2004"	51436
	"20-24 years"	"20-24"	"District of Columbia"	"11"	"2005"	"2005"	53327
	"20-24 years"	"20-24"	"District of Columbia"	"11"	"2006"	"2006"	55644
	"20-24 years"	"20-24"	"District of Columbia"	"11"	"2007"	"2007"	57203
	"20-24 years"	"20-24"	"District of Columbia"	"11"	"2008"	"2008"	59153
	"20-24 years"	"20-24"	"District of Columbia"	"11"	"2009"	"2009"	61793
	"20-24 years"	"20-24"	"District of Columbia"	"11"	"2010"	"2010"	63314
	"20-24 years"	"20-24"	"District of Columbia"	"11"	"2011"	"2011"	60811
	"20-24 years"	"20-24"	"District of Columbia"	"11"	"2012"	"2012"	58558
	"20-24 years"	"20-24"	"District of Columbia"	"11"	"2013"	"2013"	56634
	"20-24 years"	"20-24"	"District of Columbia"	"11"	"2014"	"2014"	55823
	"20-24 years"	"20-24"	"District of Columbia"	"11"	"2015"	"2015"	55043
	"20-24 years"	"20-24"	"District of Columbia"	"11"	"2016"	"2016"	54349
	"20-24 years"	"20-24"	"District of Columbia"	"11"	"2017"	"2017"	53576
"Total"	"20-24 years"	"20-24"	"District of Columbia"	"11"			1540610
	"20-24 years"	"20-24"	"Florida"	"12"	"1990"	"1990"	870866
	"20-24 years"	"20-24"	"Florida"	"12"	"1991"	"1991"	878711
	"20-24 years"	"20-24"	"Florida"	"12"	"1992"	"1992"	881087
	"20-24 years"	"20-24"	"Florida"	"12"	"1993"	"1993"	877401
	"20-24 years"	"20-24"	"Florida"	"12"	"1994"	"1994"	874808
	"20-24 years"	"20-24"	"Florida"	"12"	"1995"	"1995"	870652
	"20-24 years"	"20-24"	"Florida"	"12"	"1996"	"1996"	862006
	"20-24 years"	"20-24"	"Florida"	"12"	"1997"	"1997"	871462
	"20-24 years"	"20-24"	"Florida"	"12"	"1998"	"1998"	886255
	"20-24 years"	"20-24"	"Florida"	"12"	"1999"	"1999"	907463
	"20-24 years"	"20-24"	"Florida"	"12"	"2000"	"2000"	937986
	"20-24 years"	"20-24"	"Florida"	"12"	"2001"	"2001"	994750
	"20-24 years"	"20-24"	"Florida"	"12"	"2002"	"2002"	1040572
	"20-24 years"	"20-24"	"Florida"	"12"	"2003"	"2003"	1081883
	"20-24 years"	"20-24"	"Florida"	"12"	"2004"	"2004"	1125385
	"20-24 years"	"20-24"	"Florida"	"12"	"2005"	"2005"	1156066
	"20-24 years"	"20-24"	"Florida"	"12"	"2006"	"2006"	1180227
	"20-24 years"	"20-24"	"Florida"	"12"	"2007"	"2007"	1198551
	"20-24 years"	"20-24"	"Florida"	"12"	"2008"	"2008"	1207898
	"20-24 years"	"20-24"	"Florida"	"12"	"2009"	"2009"	1214648
	"20-24 years"	"20-24"	"Florida"	"12"	"2010"	"2010"	1239488
	"20-24 years"	"20-24"	"Florida"	"12"	"2011"	"2011"	1285771
	"20-24 years"	"20-24"	"Florida"	"12"	"2012"	"2012"	1313169
	"20-24 years"	"20-24"	"Florida"	"12"	"2013"	"2013"	1320411
	"20-24 years"	"20-24"	"Florida"	"12"	"2014"	"2014"	1318595
	"20-24 years"	"20-24"	"Florida"	"12"	"2015"	"2015"	1302530
	"20-24 years"	"20-24"	"Florida"	"12"	"2016"	"2016"	1281767
	"20-24 years"	"20-24"	"Florida"	"12"	"2017"	"2017"	1269168
"Total"	"20-24 years"	"20-24"	"Florida"	"12"			30249576
	"20-24 years"	"20-24"	"Georgia"	"13"	"1990"	"1990"	526605
	"20-24 years"	"20-24"	"Georgia"	"13"	"1991"	"1991"	533596
	"20-24 years"	"20-24"	"Georgia"	"13"	"1992"	"1992"	540206
	"20-24 years"	"20-24"	"Georgia"	"13"	"1993"	"1993"	543773
	"20-24 years"	"20-24"	"Georgia"	"13"	"1994"	"1994"	547972
	"20-24 years"	"20-24"	"Georgia"	"13"	"1995"	"1995"	546776
	"20-24 years"	"20-24"	"Georgia"	"13"	"1996"	"1996"	539210
	"20-24 years"	"20-24"	"Georgia"	"13"	"1997"	"1997"	545383
	"20-24 years"	"20-24"	"Georgia"	"13"	"1998"	"1998"	557070
	"20-24 years"	"20-24"	"Georgia"	"13"	"1999"	"1999"	574511
	"20-24 years"	"20-24"	"Georgia"	"13"	"2000"	"2000"	598420
	"20-24 years"	"20-24"	"Georgia"	"13"	"2001"	"2001"	621311
	"20-24 years"	"20-24"	"Georgia"	"13"	"2002"	"2002"	633422
	"20-24 years"	"20-24"	"Georgia"	"13"	"2003"	"2003"	635799
	"20-24 years"	"20-24"	"Georgia"	"13"	"2004"	"2004"	650185
	"20-24 years"	"20-24"	"Georgia"	"13"	"2005"	"2005"	641144
	"20-24 years"	"20-24"	"Georgia"	"13"	"2006"	"2006"	652056
	"20-24 years"	"20-24"	"Georgia"	"13"	"2007"	"2007"	656110
	"20-24 years"	"20-24"	"Georgia"	"13"	"2008"	"2008"	664222
	"20-24 years"	"20-24"	"Georgia"	"13"	"2009"	"2009"	676252
	"20-24 years"	"20-24"	"Georgia"	"13"	"2010"	"2010"	684352
	"20-24 years"	"20-24"	"Georgia"	"13"	"2011"	"2011"	703055
	"20-24 years"	"20-24"	"Georgia"	"13"	"2012"	"2012"	723564
	"20-24 years"	"20-24"	"Georgia"	"13"	"2013"	"2013"	728256
